137,756
307,89
7,4
636,140
149,437
106,2895
694,390
1293,540
1225,957
43,148
121,768
23,14
2190,1238
1237,4424
46,147
116,30
1611,1877
128,239
149,337
36,71
746,962
112,642
3042,295
179,566
247,107
9,60
456,579
55,154
20,35
946,997
1478,1436
2924,38
541,325
17,56
590,204
15,1023
495,302
454,214
349,752
11,34
127,723
3,23
401,1293
11,15
232,555
110,22
71,77
19,25
1113,515
42,73
209,423
1399,2179
1616,3218
104,24
1059,595
540,163
980,210
13,13
5,25
114,125
378,90
4628,1109
504,248
294,128
36,844
974,432
543,24
33,1137
309,814
440,838
156,281
362,2313
120,239
123,171
68,21
123,53
214,10
704,1566
1415,815
5,276
203,387
1596,1009
815,819
183,60
281,1075
1,154
169,208
71,236
284,196
214,2101
540,1036
3,18
1114,1044
1975,261
252,682
23,26
121,127
400,211
466,133
144,349
392,1900
124,20
1602,449
216,380
286,561
29,2694
378,197
2184,2300
431,566
343,764
1401,1573
111,438
212,38
188,126
104,1420
9,719
22,6
159,70
933,214
1801,300
218,236
154,744
74,1710
141,8
445,21
254,179
1292,513
167,23
80,92
486,593
885,263
244,478
89,380
53,379
49,110
1122,906
1222,157
656,99
358,321
526,786
1644,529
251,30
1085,442
480,1185
308,220
180,806
995,576
477,405
667,1141
524,491
602,510
60,241
725,1743
4,118
1180,1924
267,722
529,22
740,713
1752,55
691,34
601,1496
296,268
91,102
5,34
107,1478
1367,227
613,2667
25,35
8,348
989,18
8,16
376,1798
27,627
263,575
13,340
348,180
287,584
25,241
90,237
266,762
170,165
18,250
56,330
445,944
773,1316
4,543
712,765
228,261
268,204
67,118
143,76
457,802
789,123
41,23
199,187
19,20
311,813
92,451
125,239
26,58
132,76
91,140
8,138
269,801
1146,175
104,674
34,194
909,406
81,1
502,63
270,154
701,578
29,1028
1594,123
1688,1085
5,132
798,664
32,49
19,140
9,108
451,1087
1350,320
146,941
12,82
122,130
347,318
105,311
15,260
328,448
34,300
348,563
327,913
325,248
190,280
21,586
362,412
171,907
353,391
2772,646
164,167
1025,1532
947,1072
25,14
189,657
32,106
487,51
1298,76
421,1170
113,604
706,480
267,90
23,20
64,1
465,2
1331,220
2356,751
6,60
20,1160
227,49
1629,257
36,655
514,1882
11,10
66,695
1562,737
150,114
113,198
341,276
51,58
2649,1039
77,318
343,205
119,408
856,5
47,62
770,967
1440,464
26,36
722,1290
146,126
742,693
2011,3157
1104,317
153,327
482,972
21,370
87,6
103,108
1502,434
537,521
764,293
1058,84
41,245
388,276
34,659
44,418
893,1088
172,282
25,21
176,526
421,421
217,1066
94,688
434,1041
504,380
3114,244
444,719
112,228
370,389
51,118
611,124
26,466
252,8
229,266
555,450
534,381
17,5
393,659
420,310
12,690
475,1061
1029,463
260,168
283,289
20,817
65,110
198,702
989,48
736,656
365,51
503,336
401,1327
186,224
1351,475
38,8
720,25
608,193
4,6
660,2310
1022,57
98,384
140,1839
38,298
56,957
90,226
8,1567
202,191
721,244
108,74
151,193
1146,67
389,78
7,39
193,1317
56,276
452,1055
644,254
185,2920
1305,79
68,109
252,38
702,243
1031,718
13,7
770,951
63,150
37,110
359,761
97,256
572,379
19,190
3109,210
430,247
171,585
19,47
716,371
38,93
308,564
506,1263
2329,136
616,40
396,186
441,177
830,504
783,258
11,21
1764,176
1861,139
120,343
388,537
72,45
103,657
2367,55
582,4
117,1374
300,1143
2058,2272
21,93
675,1537
729,32
903,195
385,12
485,1238
154,662
221,2351
37,15
367,641
466,197
219,512
133,1729
30,55
31,502
357,354
161,297
148,155
443,1062
167,425
152,85
421,777
1232,713
455,1559
33,10
317,535
1363,5073
1402,208
1590,182
63,232
8,62
142,97
1286,503
79,764
753,430
431,884
216,351
161,660
1369,2462
169,562
481,146
206,85
1810,219
199,137
147,77
418,1220
229,204
1782,352
382,354
314,827
715,1698
730,555
1060,1653
113,124
936,1706
10,131
55,455
106,331
933,641
273,95
940,20
297,463
418,328
382,1710
2000,241
97,863
406,725
1069,308
51,36
154,251
656,1745
349,1087
803,24
791,491
52,83
1607,355
500,1085
894,22
874,1108
380,1242
634,365
412,266
172,169
180,435
5,451
793,109
6,186
278,88
353,25
1748,1162
16,916
368,456
309,400
703,540
216,1297
844,154
1083,2302
70,42
152,94
1535,721
69,289
144,432
51,1
210,36
136,26
477,441
1463,1401
135,156
271,32
187,313
50,1284
74,351
959,1379
1020,156
310,473
66,728
885,1207
96,88
59,11
22,40
234,163
762,1016
264,336
42,57
117,91
82,11
930,1037
1533,2106
121,2
123,518
1306,664
1021,534
252,785
46,205
50,52
81,1572
495,53
483,3145
227,45
1896,579
1135,390
147,74
21,3
101,1
441,408
39,226
33,28
845,449
927,849
310,4
173,51
419,93
126,504
338,321
486,942
617,2051
237,37
24,982
1220,514
270,65
15,1810
182,285
314,182
145,131
639,177
1038,1135
333,121
29,135
785,1635
93,179
287,133
24,94
985,135
317,225
196,394
77,144
22,43
289,1665
468,131
150,89
93,629
676,93
484,554
37,40
440,290
733,1917
8,46
36,18
1008,370
780,1227
437,28
103,10
1081,157
187,3
16,41
529,59
37,206
232,151
619,757
351,390
353,434
19,48
187,140
2,29
425,529
1866,38
14,8
180,1066
1929,411
205,184
650,927
387,292
143,25
83,1122
424,27
1050,106
36,70
2560,229
37,4
157,103
434,1325
186,165
687,929
399,11
427,70
650,122
127,19
70,505
750,1306
10,2
144,1279
899,1020
1131,1692
449,64
107,112
1377,154
37,896
22,8
169,255
16,23
356,15
61,111
3272,1151
768,278
424,1164
3640,393
975,632
40,15
326,475
1822,861
1521,892
2,409
334,544
359,4542
1616,176
1194,1338
671,184
118,92
520,159
181,381
130,335
511,373
353,584
2,15
199,191
821,475
180,913
263,298
1001,2420
577,666
1033,517
198,193
231,782
85,394
34,65
634,381
650,816
131,36
1133,633
797,1378
300,410
351,76
90,18
285,105
540,580
1541,49
15,974
1211,794
870,604
47,83
42,677
518,366
212,436
42,10
108,99
16,15
286,10
762,824
810,134
19,20
142,170
83,252
7,88
461,1483
100,327
2015,526
657,1010
17,2270
413,294
959,580
15,94
146,450
1411,962
236,566
931,1586
155,227
95,3570
199,586
35,558
141,144
21,57
176,514
919,1418
200,483
681,467
202,490
1,53
266,473
131,216
1745,817
1202,1340
254,27
190,176
193,86
115,202
46,638
1068,1094
21,7
427,644
327,119
1027,218
94,709
327,102
417,279
106,183
6,16
452,1290
133,4
275,91
279,555
65,207
602,586
