519,320
136,50
163,425
104,23
129,251
173,354
53,170
282,2584
76,130
30,100
128,211
175,285
6,140
123,138
12,170
244,252
196,202
101,161
101,229
329,577
113,69
40,55
95,27
47,62
70,209
150,173
99,40
792,389
156,105
91,60
131,45
1026,1191
54,188
489,49
230,444
51,75
156,147
143,164
268,149
112,297
89,281
181,36
3,182
283,320
282,91
316,212
657,716
320,73
805,894
98,119
11,727
167,238
281,48
98,170
291,235
1021,28
157,51
112,153
30,58
53,126
154,114
323,634
452,683
106,111
85,709
497,538
137,69
85,171
54,42
78,96
42,36
124,68
9,275
143,124
86,58
70,8
32,52
286,617
135,69
111,47
577,54
347,7
752,1092
531,556
153,121
261,333
530,13
148,308
171,200
332,116
102,137
26,167
265,262
175,241
28,265
96,103
3,268
1038,15
204,310
141,301
61,165
98,518
99,89
341,400
278,429
39,188
108,149
12,86
319,365
84,48
116,176
95,239
124,164
51,154
133,190
112,144
105,139
96,87
91,28
89,98
27,283
67,136
154,8
269,314
302,158
269,132
44,45
135,144
85,153
96,420
417,361
116,10
91,185
112,249
62,430
175,124
92,143
124,31
220,131
471,87
137,91
49,185
61,29
166,198
20,303
21,305
180,250
41,184
18,152
247,27
236,216
137,86
20,3
45,22
132,122
210,288
442,355
107,114
41,150
39,123
180,87
60,57
632,814
11,75
242,54
9,137
228,1145
146,93
3,523
191,243
2,161
612,420
156,28
329,120
223,395
465,154
119,124
215,33
100,94
87,109
134,84
193,36
322,267
168,139
126,150
97,43
132,133
931,237
236,250
60,190
2,80
201,359
178,142
235,359
182,447
27,34
102,87
107,50
610,137
123,141
