212,35,3
64,202,2
865,2689,2
36,167,2
10,41,3
721,547,2
80,48,3
48,57,2
1573,254,1
9,227,1
101,34,1
69,280,1
118,332,1
244,1122,1
263,34,1
33,232,3
131,38,2
264,1498,2
268,157,1
177,255,3
155,1207,1
71,279,3
7,199,1
200,91,2
5,216,3
31,2,1
182,819,1
252,1321,1
11,82,1
1533,1067,2
675,830,1
90,89,1
561,35,3
22,19,2
321,699,1
9,20,2
69,124,1
140,686,1
276,55,1
51,61,1
29,1252,1
586,56,2
49,19,2
74,143,1
5,2,1
711,1663,2
104,76,1
57,2,1
379,121,1
5,32,2
34,69,1
27,235,3
834,1563,2
1282,1702,3
139,9,1
375,785,1
20,63,1
269,2417,1
367,284,1
2512,917,3
280,844,1
1314,236,1
531,182,1
11,162,1
68,7,2
13,62,2
23,9,2
35,817,3
182,30,1
13,24,3
31,1191,1
120,848,3
121,178,2
76,114,1
17,128,3
20,912,1
263,593,3
1079,220,1
913,586,1
8,62,3
175,1658,1
21,1,1
559,1530,3
165,401,3
1545,389,1
56,21,2
64,39,2
24,22,3
587,1684,3
438,1283,1
221,45,2
28,18,3
1012,344,3
462,36,3
130,100,1
423,440,3
363,2680,1
1295,446,2
257,808,3
1185,355,1
786,771,1
53,2,1
35,45,2
172,9,1
82,1825,2
1,17,1
100,159,1
2767,2,1
271,20,2
294,79,2
23,40,1
134,42,3
543,622,1
313,25,1
731,44,1
87,73,1
51,422,1
357,151,1
138,609,2
2214,1863,2
1853,149,1
776,5037,1
11,23,3
207,86,1
10,5,1
39,42,3
91,3,1
60,43,1
9,3,1
86,40,1
795,2119,1
652,659,1
3837,794,2
17,27,2
24,5,1
10,15,1
294,333,1
43,583,1
8,31,1
262,1305,2
110,87,3
2,40,1
98,26,3
87,122,2
254,300,2
87,371,1
608,35,3
168,295,1
1490,537,2
50,325,1
105,910,2
63,134,2
1362,274,2
45,25,3
1117,775,1
120,114,2
1388,1694,1
179,28,2
440,108,1
275,400,1
96,422,1
2498,158,1
1119,177,1
539,263,3
284,909,1
27,9,3
95,69,1
129,835,3
109,178,1
24,44,1
7,81,2
295,510,1
400,98,3
13,57,2
40,8,1
557,136,2
4,6,2
109,213,3
12,71,1
55,38,3
6,22,1
9,68,2
60,25,1
854,1349,1
11,4,2
1619,247,2
126,852,1
33,35,1
994,1274,3
43,360,1
181,36,1
182,35,3
227,1817,1
1059,965,1
2,14,2
178,118,3
12,40,2
105,136,3
2,235,2
524,166,1
890,17,2
27,72,2
270,246,1
67,42,1
123,177,3
1468,239,1
301,594,1
36,5,3
239,666,3
370,15,1
169,27,3
275,281,3
16,127,2
100,52,1
652,1587,1
37,70,1
24,3,1
36,822,2
77,541,3
814,769,2
1052,118,1
385,2006,1
161,2,2
105,29,2
73,18,1
73,1,2
630,643,1
83,75,3
11,108,2
387,182,1
26,51,1
258,524,1
766,387,1
8,5,2
711,888,1
17,31,1
69,48,3
302,26,1
566,7,3
16,3,2
137,100,3
154,2917,2
31,23,2
47,257,1
368,97,3
36,57,2
85,838,1
108,451,2
464,757,2
124,98,1
1244,842,3
52,134,3
341,297,3
1017,101,1
2285,219,2
303,88,2
390,651,1
7,5,1
9,618,1
2,247,1
23,273,1
274,35,1
18,22,1
1478,2709,1
8,62,1
3,65,1
221,90,1
210,70,2
1680,2814,1
12,105,3
321,494,1
732,193,2
23,17,1
47,134,1
81,1014,1
12,117,1
184,1689,1
60,25,3
55,95,1
172,2,2
56,40,2
1688,1235,1
319,70,2
671,620,2
1084,990,1
468,240,1
4,2996,1
51,1307,3
3,9,2
161,185,3
330,42,3
379,443,1
13,232,1
5,11,2
285,37,2
25,36,1
25,121,1
21,23,3
54,120,1
4,235,2
79,22,1
71,175,2
191,76,2
169,461,3
202,4,2
68,14,1
47,86,3
88,64,1
4,3,2
164,50,2
20,57,3
130,155,1
2174,149,1
130,202,2
47,13,3
25,360,3
964,1058,2
223,20,1
33,18,1
103,59,3
110,110,1
88,1637,1
997,179,2
79,70,1
27,45,2
54,49,1
1109,56,2
26,7,1
18,681,1
935,382,1
836,95,3
859,817,1
215,1477,3
200,85,2
26,96,3
23,12,2
54,128,2
923,325,1
27,134,2
121,325,2
17,332,1
979,1181,2
363,99,2
831,1117,1
1288,1630,1
53,7,3
418,777,2
362,369,1
50,46,1
59,14,1
320,1000,2
229,775,1
289,17,1
77,501,3
67,180,1
209,91,1
4,10,2
893,1693,1
27,51,2
74,276,2
1097,143,1
17,14,2
36,436,2
62,19,3
273,134,2
131,97,1
58,51,1
209,1137,3
2724,972,2
14,394,1
9,5,1
393,74,2
655,477,1
113,157,1
41,286,1
95,1090,3
296,648,1
2,14,1
16,306,1
116,156,1
1219,981,1
373,4,2
31,48,2
616,386,1
3341,2759,1
221,1308,2
43,540,2
528,664,1
377,111,3
1097,2231,1
114,522,1
65,543,1
31,27,1
66,68,1
1299,795,1
427,30,3
1698,425,2
107,32,2
1237,436,2
123,2214,1
318,23,3
249,119,2
997,453,3
1299,2099,1
21,3,2
293,20,1
1270,2063,3
186,87,3
10,109,1
29,29,1
1261,2431,1
871,430,1
266,1644,3
8,93,1
377,182,2
230,913,3
64,694,2
1049,278,3
1304,517,2
215,466,2
72,79,1
28,461,2
565,474,3
52,383,3
670,953,3
68,821,3
12,87,1
288,403,2
5,4,1
548,154,1
59,45,3
1528,156,3
151,105,1
191,20,1
228,1861,1
163,72,1
719,3327,1
41,69,1
835,208,1
171,161,3
2255,776,1
745,2177,1
945,1020,2
633,160,1
8,105,2
335,897,2
39,103,1
1131,3700,1
151,86,1
112,1491,2
627,461,2
1331,2,3
3,36,2
1094,511,2
357,16,1
211,101,3
148,339,1
39,151,3
115,1559,2
1503,853,2
260,839,3
980,1742,3
12,82,3
879,1079,3
64,817,2
3071,2111,2
2290,1979,1
63,51,2
15,82,3
66,27,2
132,1989,1
278,75,1
1751,851,3
56,13,2
428,762,3
419,839,1
54,43,3
4214,531,1
813,42,2
2715,4217,2
12,4,1
76,555,3
279,111,1
6,45,1
599,864,1
48,76,2
51,251,3
848,586,1
33,5,1
1042,928,3
1022,394,3
8,6,3
356,244,1
6,54,1
164,26,1
1693,1831,1
20,29,2
161,234,3
581,204,1
286,108,1
404,127,3
801,743,3
102,1740,1
60,150,1
134,8,1
1034,1625,2
396,138,2
87,25,1
23,42,1
65,94,2
42,56,2
38,1658,1
29,32,1
27,64,3
25,151,1
16,11,1
54,786,1
348,9,1
27,9,3
4,2,1
51,120,1
454,1254,2
474,291,1
7,10,2
939,82,1
87,1948,2
99,237,2
600,550,2
1,13,3
125,36,2
290,592,3
428,133,2
4,520,2
475,288,3
26,123,3
72,336,1
176,417,2
769,213,1
829,723,2
263,120,2
857,262,2
72,1185,1
155,17,3
329,574,1
605,137,3
282,631,3
635,2051,1
4,691,1
39,8,1
868,374,3
369,2329,3
14,17,1
103,1179,1
177,574,3
80,338,2
3,40,2
1544,2679,1
808,401,1
375,1395,1
49,1368,1
829,1032,2
28,40,2
55,15,3
1416,3013,1
79,64,1
7,75,1
30,42,2
1027,363,1
22,9,1
142,33,1
298,858,2
699,1055,1
1808,531,3
1102,23,1
578,112,2
8,207,2
8,15,2
69,682,2
61,20,1
1067,1153,1
27,20,2
8,2,3
1134,898,1
211,850,3
642,751,1
609,4,1
63,6,3
57,849,2
1409,290,1
165,829,1
16,562,1
1,1,1
1082,476,3
40,267,1
52,105,1
89,208,2
41,38,1
59,2,3
17,10,1
8,18,1
222,1317,2
352,165,2
48,81,2
316,5,2
2,2219,1
613,909,1
283,35,1
15,32,2
350,1656,3
43,47,3
56,5,2
1023,140,3
423,2,1
787,441,1
126,161,1
25,49,2
78,105,1
1,532,1
221,741,1
15,26,2
12,152,3
76,110,1
1905,567,1
35,2,1
48,1,2
19,826,1
9,36,1
234,785,1
85,362,1
1458,229,2
491,60,3
16,19,2
1141,556,2
6,26,1
212,79,1
87,590,1
61,19,1
7,52,2
5,48,1
1098,2841,1
718,390,1
434,820,2
27,263,1
1150,899,1
7,77,2
401,971,1
478,476,2
199,214,1
47,333,3
81,408,2
4,125,2
45,20,2
483,469,1
13,181,1
66,108,3
13,14,1
1494,695,1
41,8,2
288,210,1
42,24,1
61,131,3
219,209,1
1297,981,1
8,768,1
10,52,1
389,987,2
321,32,3
17,269,1
46,295,1
75,41,3
147,1587,2
12,268,1
100,5,2
29,923,3
26,98,1
894,1771,1
47,135,3
66,94,1
137,261,1
49,145,1
911,101,1
87,38,2
16,94,2
384,184,1
75,52,1
249,103,1
14,14,3
30,785,2
943,113,2
23,80,2
40,2,2
160,137,1
728,1226,1
27,130,2
2,362,1
184,66,2
27,23,1
40,66,1
1293,812,3
19,47,1
521,401,1
386,540,1
1764,2018,3
682,924,2
47,58,1
65,1260,2
16,23,1
8,348,2
10,15,3
16,132,3
126,222,1
3727,397,2
19,63,3
172,34,2
