19,28,1
7,318,2
34,63,2
32,31,1
129,116,2
183,3,1
21,2885,2
1018,919,3
185,215,1
1,1398,2
66,34,2
168,913,1
101,166,1
13,99,2
344,328,2
554,1884,2
4,13,3
281,174,3
46,13,2
1027,1658,3
759,1885,1
282,322,2
1,7,1
880,1,3
1518,2249,2
1297,54,1
418,1115,2
587,48,2
274,752,2
19,113,1
62,13,3
8,18,1
147,10,1
169,111,2
139,81,1
654,230,3
50,2413,1
2,70,1
630,214,1
1216,1348,1
70,13,1
495,607,3
37,8,1
83,184,1
331,24,2
3,160,1
90,156,3
15,227,2
72,26,1
134,5,2
43,6,1
135,12,1
410,85,1
570,486,1
165,1321,2
1362,298,2
179,126,3
13,19,2
24,132,2
158,282,1
719,172,1
798,585,1
56,127,1
1342,2153,2
17,8,2
75,49,3
15,417,1
20,30,2
28,30,2
14,98,1
1044,408,2
111,5,1
13,27,1
24,244,1
47,11,1
938,99,3
289,272,2
120,48,3
239,41,3
128,638,3
154,941,1
1177,970,2
811,824,1
39,71,1
12,852,1
9,145,1
47,598,1
2,110,3
16,231,1
129,12,1
360,78,2
448,1319,1
259,384,2
244,88,3
963,5,1
630,49,1
162,2,3
1088,1175,1
55,120,2
1015,436,1
330,735,3
5,1370,1
28,1320,2
2800,275,3
199,1394,2
747,40,1
45,24,1
248,308,1
97,34,1
47,173,3
4,5,1
92,609,1
24,44,2
92,7,1
1320,2010,3
90,1200,3
41,10,2
4,42,1
104,1167,2
3877,2445,2
2065,256,2
199,1,1
2254,370,2
704,186,1
40,1011,1
169,577,3
32,36,1
65,1994,1
1108,2133,2
78,119,1
60,790,1
21,322,2
1216,242,1
89,912,1
358,1,2
203,13,2
56,116,1
31,26,2
642,444,2
1473,810,3
35,385,2
4,59,2
79,16,1
547,614,1
11,314,1
131,124,2
43,985,2
12,33,2
1142,749,2
1,116,2
12,415,3
790,40,1
20,20,3
1000,95,1
645,253,2
741,1202,1
351,831,2
197,1467,1
46,28,1
700,2053,3
374,1098,1
2032,503,1
25,67,3
60,7,2
170,265,2
25,126,1
122,1003,3
11,28,1
12,67,1
21,61,3
17,54,1
1319,36,3
2374,708,2
33,41,3
421,184,3
95,711,1
213,21,2
2,6,2
259,1647,1
1835,559,1
3880,2867,3
19,154,3
42,2363,1
518,121,2
772,1522,3
99,1079,2
353,35,2
1030,3972,2
2,139,3
2765,1874,2
4,23,2
169,1218,1
623,778,1
306,694,2
91,469,2
367,69,1
7,1189,1
172,191,2
35,45,1
1676,1114,1
13,119,3
1686,27,1
398,937,2
31,817,2
136,23,1
31,78,1
118,83,1
299,80,3
494,519,2
186,52,1
20,2,2
310,514,1
315,32,1
120,261,2
545,462,1
88,44,1
8,20,1
147,707,1
96,198,1
1050,469,1
1157,75,3
275,13,1
104,39,1
1046,1113,1
525,1351,2
380,485,3
36,1,3
30,72,2
73,588,3
181,185,2
75,390,3
74,37,1
298,1340,2
22,119,1
381,3187,2
14,123,3
195,135,1
19,6,1
114,1004,1
74,34,2
2000,101,1
1107,1330,3
11,93,3
137,68,3
200,56,1
514,14,1
24,63,1
49,2115,1
608,439,1
9,22,2
55,125,3
151,841,1
434,66,2
1969,2163,2
359,889,1
312,1305,1
395,8,1
700,848,1
54,30,1
4,552,2
5,3,3
684,953,1
18,7,1
586,849,2
395,289,3
257,246,1
104,34,1
622,371,1
2,81,1
486,64,2
19,67,1
43,20,3
107,6,1
51,15,3
2169,212,1
497,2072,2
389,34,3
242,37,2
844,13,1
12,180,1
324,2229,2
87,25,2
112,165,1
873,667,2
155,64,2
45,124,1
25,441,1
29,50,1
15,138,1
1,9,3
150,17,1
903,1005,2
88,37,2
78,4,3
8,50,1
1363,36,2
11,72,3
103,234,2
28,60,3
435,29,1
138,34,1
45,55,2
46,2145,3
25,75,1
708,829,2
153,668,3
781,243,2
390,590,1
641,1130,2
209,377,2
55,737,1
176,463,1
688,325,3
85,521,3
1173,811,1
113,11,3
36,224,2
164,2812,2
200,3,1
436,44,2
471,101,1
10,6,1
18,9,2
1437,971,1
18,2,2
2689,609,2
1362,9,2
45,14,1
542,235,2
44,334,2
100,41,3
1955,1228,2
63,92,1
1119,2935,1
61,361,1
1,218,2
1137,113,2
34,11,1
686,64,1
40,464,1
119,287,2
212,1067,1
400,642,1
76,117,3
1060,611,3
290,25,2
4,363,1
325,980,1
64,58,1
107,1045,2
630,285,2
681,415,1
213,985,1
223,891,3
6,83,1
55,2,2
22,1202,3
92,76,1
11,15,3
17,18,2
613,550,2
2,5,1
41,14,1
11,612,1
766,423,2
85,82,1
104,38,3
382,77,1
9,47,2
109,3194,1
17,102,1
25,28,2
48,216,3
11,35,1
2036,12,1
56,34,2
772,992,1
684,1190,3
59,22,1
1253,515,2
2,34,3
49,239,1
30,200,2
16,13,1
738,266,1
1083,756,1
75,228,3
9,2,1
55,288,1
229,404,3
734,59,2
805,345,1
5,219,2
17,865,1
2,3,1
126,43,1
6,31,2
2,11,2
3,61,1
94,12,1
6,3,2
614,818,2
15,8,1
169,612,1
1699,99,2
95,4,2
49,295,1
242,89,1
94,426,1
73,28,3
57,2,2
469,877,2
57,8,2
22,15,2
306,2043,2
10,1459,3
46,603,2
187,238,2
72,6,1
2475,1973,3
42,153,1
57,61,1
268,1127,1
908,336,1
10,943,1
749,896,2
2380,718,1
454,1741,2
500,35,1
1157,586,3
33,144,2
11,56,1
1291,2629,1
123,957,2
665,755,2
11,10,2
24,12,2
13,5,1
35,58,1
24,471,3
71,491,1
68,1102,1
38,41,1
179,17,1
4,78,1
16,27,2
41,8,3
879,403,2
176,798,2
99,107,3
127,113,1
18,2,2
18,1112,2
88,6,1
89,8,2
20,19,2
7,18,2
534,334,1
599,133,2
1247,189,1
24,1466,3
44,41,1
155,92,1
579,8,2
75,39,1
1113,1910,3
7,25,2
897,697,3
8,239,3
279,12,3
351,506,1
498,10,1
805,1027,1
40,25,1
589,134,1
223,637,1
141,58,1
182,15,2
34,86,3
1692,773,1
225,872,1
145,146,1
138,1183,1
117,11,3
49,114,2
68,71,1
134,11,2
551,107,2
1791,2739,2
17,309,3
4,22,1
17,86,1
7,33,1
1195,346,2
1487,16,3
13,307,1
1285,842,3
6,11,1
9,83,2
1137,6,1
84,96,1
122,31,1
1874,264,2
10,71,1
601,113,3
39,94,2
93,159,2
17,139,1
1078,1906,1
775,1764,3
612,458,1
563,1218,1
708,617,2
1548,1932,1
130,374,1
413,202,1
115,85,2
23,847,3
607,70,1
4,28,2
514,1451,2
271,553,1
1157,578,1
146,237,1
1552,125,1
6,46,2
466,2133,1
941,1272,1
108,73,1
17,25,1
8,62,1
341,340,3
137,389,1
35,531,2
14,495,2
32,20,2
31,435,3
187,5,3
20,13,2
48,36,1
118,702,1
39,195,3
86,17,2
15,71,1
340,13,1
1059,193,1
7,415,2
22,84,1
642,230,2
678,138,2
1602,96,3
46,108,2
878,504,1
468,41,3
57,18,1
21,584,2
22,1027,2
181,515,1
13,849,1
533,112,3
370,316,1
51,42,3
70,862,1
128,51,1
3081,250,3
734,582,3
16,62,3
5,226,3
262,191,2
47,407,1
1,4,1
107,36,1
54,2,2
1204,2,1
823,1061,1
55,5,1
23,83,2
207,140,1
862,370,1
2035,1539,2
104,374,2
26,242,1
6,35,1
56,43,3
2612,980,3
223,899,2
48,99,1
219,399,1
539,125,3
46,20,2
10,108,1
338,99,2
28,311,1
267,2,1
223,2689,1
54,1719,2
1663,1633,1
1315,5,2
1200,741,1
218,780,2
245,40,2
39,62,3
962,53,2
7,150,1
1379,276,1
729,1185,3
30,5,2
27,182,1
29,427,1
78,160,1
37,35,2
1431,689,1
1847,1097,1
1,148,2
5,842,3
25,208,1
172,670,2
1656,1125,1
3869,935,2
305,476,3
19,232,1
1973,1541,1
55,14,1
97,1120,1
633,225,1
155,170,2
22,13,1
474,502,2
23,120,1
76,63,1
43,1623,2
178,813,3
562,143,1
96,8,2
51,14,1
102,864,2
445,166,3
42,62,1
884,72,1
24,51,1
40,194,1
105,26,3
5048,1354,2
620,1351,1
42,939,1
165,682,1
381,2445,2
46,85,1
577,328,3
41,23,3
3,1,1
41,2,1
12,12,1
20,6,2
1088,1039,1
123,210,2
325,1743,3
855,32,1
45,50,1
3,8,3
765,22,2
147,31,1
1285,693,1
909,1221,1
775,2207,3
1101,1147,2
140,1164,1
59,62,2
70,506,1
215,425,2
11,61,3
51,89,1
84,285,2
54,27,1
19,1513,2
109,142,1
7,26,2
1242,126,1
201,733,1
20,64,2
56,118,1
21,70,3
4,50,1
2308,112,2
1,91,1
195,484,2
546,583,1
1212,750,1
570,372,1
19,69,1
144,29,2
443,101,1
3649,2684,1
56,236,1
431,31,2
82,250,1
95,5,1
18,136,2
25,53,3
14,94,1
1443,301,1
225,116,3
23,83,2
11,6,1
116,78,1
1411,86,1
16,15,2
181,134,2
58,116,1
92,31,3
390,76,1
92,232,2
233,39,1
416,1369,1
185,1073,2
8,865,1
312,772,1
343,347,1
1,3,3
135,323,1
44,1,1
263,480,1
17,23,2
947,599,3
1128,63,3
1,206,1
54,18,3
243,1,3
39,44,1
19,46,3
364,216,1
746,170,2
2,12,2
2203,547,2
1168,696,1
444,58,3
17,93,2
14,234,1
879,644,3
14,9,1
301,554,1
473,10,1
440,221,1
23,110,2
108,47,3
148,134,1
126,106,1
353,527,3
94,710,1
1550,2237,3
13,15,2
988,148,2
313,361,1
14,235,2
26,288,3
23,244,2
1522,51,2
811,141,1
34,4,3
630,1564,1
734,303,1
2,22,3
845,49,1
56,258,2
12,85,1
342,63,1
2,37,1
25,50,1
152,317,1
160,217,2
29,19,1
55,21,1
48,176,3
78,10,1
15,14,1
23,301,3
290,95,1
916,6761,2
123,218,1
19,39,1
41,59,1
122,474,1
246,73,2
216,299,1
13,125,1
674,175,1
1058,712,2
2672,2858,2
31,46,1
264,147,1
90,338,2
6,119,1
101,15,1
205,1764,1
1524,822,2
518,776,1
125,393,1
23,24,3
37,305,1
119,512,1
4,79,1
148,192,1
1453,2478,3
711,615,1
583,400,1
2,86,2
512,3,1
6,1,1
177,93,3
399,20,1
114,542,1
28,31,3
9,17,2
293,27,1
63,2920,2
15,59,1
653,389,3
22,32,3
129,765,2
3316,2131,3
132,4,3
7,20,1
168,803,2
213,1422,1
71,1033,1
1222,616,2
125,162,1
21,63,1
1482,121,1
957,1159,1
286,3370,1
407,403,1
282,306,1
3,302,1
63,146,1
32,15,1
66,848,2
476,40,1
10,21,3
117,524,3
11,16,1
472,217,1
3,545,1
289,196,1
11,170,2
43,66,2
16,11,1
41,1324,2
570,753,1
1703,1638,1
58,71,2
35,58,2
150,151,3
1,55,2
317,236,1
55,16,2
84,29,1
26,16,2
1653,1993,1
627,317,3
478,2000,1
2299,146,2
100,37,1
1059,165,1
606,508,1
3,301,3
71,266,3
71,95,2
178,83,1
1930,141,2
21,17,1
51,110,3
38,53,1
741,1319,1
26,537,1
21,366,1
71,1,2
239,854,1
992,406,1
39,45,3
12,15,1
46,27,3
66,387,2
1164,2119,3
1,39,1
16,85,1
911,1774,2
1,695,2
50,289,1
1011,475,1
3,29,1
120,2,2
46,80,1
155,260,3
52,765,2
81,21,1
17,54,1
4017,394,1
75,31,2
169,314,1
146,13,1
33,7,3
679,65,2
197,2672,1
471,26,2
233,358,1
94,50,1
307,585,2
824,2277,1
571,1301,2
49,157,1
707,661,1
10,37,1
161,160,1
40,14,3
180,803,2
91,28,3
1612,30,3
1090,276,1
43,26,2
90,1308,2
183,231,2
580,2482,3
702,53,3
87,221,1
44,11,1
183,7,2
62,6,3
1086,37,2
1033,100,1
64,41,3
378,1050,1
173,172,1
154,47,1
58,469,3
37,35,3
105,60,1
126,69,3
62,27,2
749,204,1
715,319,2
30,214,1
65,5,2
1048,510,1
7,28,2
22,3,2
1038,702,1
1174,3374,1
127,2,1
750,1465,3
347,164,1
807,1128,3
302,37,2
372,195,2
35,584,1
179,1146,1
409,1186,1
4,5,3
982,384,1
588,564,1
533,41,1
11,40,1
271,153,1
1227,697,2
2,691,1
520,305,1
108,2332,1
16,19,1
26,12,3
683,2796,2
1271,124,2
53,64,1
89,823,1
31,537,2
84,159,1
30,75,3
3,78,3
8,327,1
10,2,2
19,10,2
197,21,3
469,39,2
371,739,1
182,151,1
2,1167,2
578,340,1
543,365,1
10,6,2
941,15,2
3,52,1
571,893,2
41,33,2
4,2,1
53,50,1
398,251,1
216,770,2
139,32,2
36,1446,3
193,13,2
74,76,2
