62,57
582,431
409,289
118,761
780,64
98,375
132,803
107,291
7,668
38,211
358,279
291,264
130,1130
142,185
344,38
50,276
197,65
351,78
93,107
86,173
217,5
633,182
236,240
312,42
216,55
426,13
242,429
179,125
47,582
62,327
407,19
17,420
573,302
152,9
49,307
92,56
60,21
147,129
1141,187
101,183
186,64
177,34
89,112
146,743
79,41
47,600
421,503
75,358
47,234
137,163
209,80
33,107
290,177
119,282
46,414
29,104
230,134
761,968
480,17
186,1123
236,93
117,67
179,193
378,101
320,54
455,58
342,412
304,283
166,595
38,321
227,120
134,361
146,257
103,16
389,213
88,39
461,239
265,277
32,89
29,2
8,49
57,829
61,42
177,199
69,22
95,640
95,1057
59,202
243,102
90,438
294,95
38,52
46,335
173,517
142,90
348,126
139,287
68,147
177,245
494,12
247,188
210,20
32,546
344,56
365,280
184,204
355,13
281,641
60,119
287,303
229,140
32,241
1192,71
311,25
96,125
47,227
37,890
408,399
201,10
442,175
1243,646
1036,149
14,72
35,62
341,56
133,352
759,409
300,472
14,202
454,517
18,95
123,32
182,727
164,318
49,184
213,288
79,91
397,642
469,81
233,361
258,484
29,36
265,517
135,103
647,218
39,1066
661,1
235,358
261,395
111,174
198,39
541,34
75,225
11,34
35,304
112,341
627,156
203,7
358,79
822,464
201,310
49,16
353,259
105,86
213,81
158,1007
188,37
121,195
18,327
442,561
274,328
3,84
44,88
500,172
8,4
787,1042
37,60
137,241
23,62
101,149
647,130
511,263
354,34
66,160
134,35
113,323
97,77
26,28
914,32
223,9
699,86
198,1048
293,134
590,24
82,458
83,82
608,153
275,196
209,352
80,712
