130,382.29
13.65,135.17
36.4,169.3
247.87,475.13
15.61,159.74
10.4,251.22
29.47,270.33
19.07,131.07
138.5,98.3
10.4,103.76
27.73,237.57
134.6,294.91
520,1392.64
29.47,273.06
26,81.92
36.4,114.69
26,155.65
95.58,229.37
24.27,155.65
22.53,122.88
19.07,94.21
115.09,368.64
220.43,512
34.67,181.59
208,802.81
26,161.11
15.6,206.16
10.4,251.22
29.26,5.46
72.17,285.35
10.4,191.15
17.56,148.82
193.12,315.39
237.98,993.96
1.95,114.69
58.52,155.65
11.7,81.92
22.53,170.67
6.93,71
175.56,318.12
5.2,27.3
15.6,163.84
20.8,170.66
118.99,122.88
15.6,299.01
26,62.8
66.32,147.45
15.61,157.01
31.2,289.45
12.13,136.53
176.22,901.12
273.09,402.77
27,139.26
332.8,972.12
13.65,147.45
27.73,71
1.95,16.38
117.04,116.05
6.93,109.22
33.16,184.32
15.6,141.99
13.87,126.97
1.73,202.07
64.13,303.1
170.68,122.88
22.53,163.84
175.56,365.91
34.67,167.93
7.8,102.4
117.87,349.52
5.2,114.69
31.2,147.45
26,147.45
7.8,124.24
20.8,71
15.61,152.92
13.65,132.44
175.56,584.36
672.98,333.14
32.93,10.92
19.51,182.95
68.27,330.41
58.93,318.12
286.75,554.32
11.7,162.47
7.8,174.76
22.53,174.76
31.2,98.3
3.9,90.11
20.8,132.44
15.61,174.76
48.53,135.17
33.16,204.8
95.58,528.38
29.26,43.69
115.09,410.96
24.27,200.7
22.53,259.41
50.27,243.03
15.6,191.15
60.47,178.86
58.52,109.23
13.65,155.65
175.56,535.21
6.93,51.88
22.53,176.13
74.53,278.53
15.6,122.88
5.2,196.61
50.27,195.24
32.93,188.41
239.93,333.14
20.8,204.8
5.85,157.01
29.47,122.88
1.73,73.73
5.85,79.19
54.62,158.38
202.87,253.95
31.2,247.12
171.6,775.51
3.47,16.38
19.07,204.8
700.29,311.3
17.56,155.65
109.2,191.14
13.87,167.93
32.93,199.34
15.61,178.86
24.27,148.82
26,65.53
41.6,248.49
146.3,266.24
130,335.87
20.8,139.26
46.8,267.6
10.4,327.68
17.33,147.45
20.8,163.84
5.85,128.34
17.33,113.32
29.26,21.85
10.4,65.53
31.2,252.58
296.5,655.36
37.06,135.17
95.33,380.93
17.33,172.03
130,345.43
1.95,120.15
29.26,32.77
39.87,271.7
130,342.7
31.2,240.3
19.07,73.73
15.61,202.07
31.2,267.6
13.87,166.57
170.68,122.88
19.07,155.65
35.11,236.2
109.2,196.61
123.31,516.39
25.2,126.97
31.2,212.99
109.2,162.47
5.85,147.45
27.73,172.03
133.47,383.66
20.8,173.4
27.73,178.86
58.93,337.23
240.93,704.51
19.07,192.51
20.8,141.99
13.65,157.01
20.8,182.95
56.57,174.76
31.2,203.43
32.93,154.28
53.73,258.05
31.2,215.72
146.3,266.24
27.73,200.7
26,240.3
15.61,191.14
22.53,163.84
27.31,354.3
152.53,249.85
31.2,282.62
315.47,491.52
52,327.68
19.07,174.76
3.47,84.65
130.69,400.04
95.58,368.64
99.48,364.54
8.36,201.87
10.4,32.77
15.6,133.8
