56,227
107,157
6,7
79,71
330,72
139,41
17,165
52,100
147,403
48,77
247,168
22,106
157,6
19,496
202,145
49,55
146,153
69,77
32,15
78,170
248,2066
126,197
230,175
281,390
9,82
220,275
129,10
54,299
187,9
302,418
13,150
27,204
137,4
459,796
208,178
198,138
111,167
475,311
73,4
104,88
76,132
39,86
1349,214
774,354
301,289
233,170
152,2
198,35
489,31
264,13
219,37
143,106
182,208
299,222
421,697
103,117
176,154
98,71
211,275
250,335
39,111
2,179
315,852
46,139
78,48
115,549
164,194
237,73
330,125
1763,13
84,100
112,97
109,31
430,359
326,334
119,128
86,33
455,689
228,372
20,85
4764,93
93,105
31,211
532,812
281,2199
162,256
43,85
64,184
1,333
217,1329
17,199
218,76
311,1245
48,105
161,41
76,9
108,81
288,45
570,620
231,388
202,221
128,153
16,29
40,240
125,126
181,154
492,275
16,117
293,283
148,11
202,576
36,33
123,118
91,144
125,126
279,43
94,18
216,34
1,160
142,115
281,269
335,234
81,97
40,18
162,51
69,78
71,49
413,118
190,143
173,91
60,289
78,105
233,100
73,10
148,107
123,62
207,148
268,47
91,106
12,117
6,144
357,397
87,36
113,143
5,4
702,2057
131,123
220,20
702,678
1895,47
98,614
299,359
81,101
42,167
83,72
27,35
62,2
219,558
209,208
17,74
68,54
426,113
1052,717
47,206
603,822
54,147
472,384
157,262
34,61
117,65
92,87
97,88
84,125
293,226
209,157
152,143
137,169
70,140
70,116
257,234
7,74
318,201
352,379
68,103
73,179
28,113
146,96
178,111
436,189
161,251
79,52
27,39
218,6
155,105
129,100
257,64
404,586
114,295
54,532
101,143
