32.93,264.87
36.4,125.61
12.13,335.87
15.6,90.11
26,294.91
76.08,362.49
10.4,147.46
31.2,241.66
83.88,505.85
26,163.84
31.2,169.3
3.9,131.07
55.47,290.81
24.27,143.36
55.47,251.22
26,139.26
5.85,169.3
292.6,535.21
6.93,135.17
41.6,303.1
29.47,202.07
20.8,107.86
20.8,144.72
58.52,103.76
26,76.46
27.31,309.93
69.33,573.44
10.4,180.22
15.61,180.22
35.11,223.91
52,393.21
26,113.32
31.2,159.74
29.26,136.53
15.6,128.34
36.4,196.61
20.8,191.14
131.73,417.79
52,376.83
105.34,434.17
26,174.76
43.33,294.91
26,53.25
149.07,450.56
13.65,157.01
26,95.57
24.27,75.09
29.47,281.26
74.53,521.56
15.61,135.17
53.73,335.87
26,131.07
34.67,354.98
5.2,60.07
31.2,169.3
133.47,245.76
36.4,87.38
29.47,248.49
54.62,225.28
146.3,266.24
157.73,277.16
15.6,80.55
7.8,155.65
21.46,154.28
107.29,345.43
214.57,270.33
13.65,109.23
29.47,158.38
1.95,102.4
15.6,133.8
10.4,60.07
3.47,60.07
5.85,169.3
27.73,188.41
27.73,174.76
7.8,126.97
55.47,415.06
31.2,204.8
62.42,348.16
19.07,133.8
31.21,24.57
69.33,469.67
113.14,331.77
15.6,180.22
150.8,389.12
135.2,180.22
10.4,32.77
6.93,94.21
24.27,177.49
56.57,208.89
57.2,289.45
13.65,170.66
29.26,8.19
29.47,170.66
5.2,49.15
26,155.65
13.87,147.45
19.51,167.93
1.73,191.15
89.73,229.37
40.96,40.96
21.46,192.51
27.31,172.03
15.61,167.93
26,245.76
19.07,167.93
146.3,348.16
19.07,116.05
36.4,262.14
50.72,114.69
15.6,346.79
15.6,147.45
31.2,174.76
149.07,233.47
146.3,266.24
29.26,2.73
31.2,118.78
17.56,128.34
24.27,221.18
12.13,140.63
10.4,131.07
10.4,27.31
12.13,125.61
20.8,124.24
17.56,167.93
22.53,133.8
38.13,207.53
19.51,103.76
50.72,150.19
31.2,212.99
107.47,1294.33
10.4,111.96
13.65,54.61
7.8,155.65
22.53,172.03
52.67,202.07
10.4,111.96
646.53,1758.55
58.52,158.38
19.07,163.84
36.4,611.67
13.65,161.11
15.61,126.97
97.53,395.95
10.4,90.11
74.13,218.45
104,1125.03
34.67,152.92
19.8,155.65
54.62,207.53
268.67,513.36
32.93,241.66
46.8,223.91
6.93,27.31
104,879.27
20.8,126.97
24.27,296.28
45.07,293.54
134.6,434.17
179.46,398.68
13.65,135.17
87.78,395.94
13.65,200.7
72.8,431.44
20.8,140.63
145.6,226.64
8.67,113.32
32.93,114.69
24.14,141.9
31.2,174.76
12.13,184.32
31.2,268.97
15.6,169.3
117.04,95.57
142.13,270.33
275.6,764.59
10.4,103.76
26,86.01
1.95,232.11
27,182.95
5.85,131.07
32.93,267.6
175.56,249.85
21.46,177.49
118.99,124.24
24.27,84.65
11.7,135.17
140.4,212.99
325.76,374.1
19.51,200.7
27.73,208.89
130,364.54
29.26,169.3
29.47,147.45
101.43,346.79
24.27,229.37
83.88,367.27
118.99,91.48
9.75,174.76
674.93,297.64
